Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL,Review_processed
"Mình gọi 2 đĩa sườn chả cua, đợi khoảng 15p , cảm nhận là viên cua rất ngon, ướp rất thấm, chả ăn ok còn sườn thì cũng bình thường. Ko có canh cũng như dưa leo ăn kèm nên thấy hơi khô khan :( giá mắc nữa, là quán cơm tấm bình dân thôi mà mình gọi 2 đĩa cơm thêm 1 trà đá là hơn 100k rồi.",0,0,0,0,0,1,2,0,0,0,2,0,mình gọi 2 đĩa sườn chả cua đợi khoảng 15p cảm_nhận là viên cua rất ngon ướp rất thấm chả ăn ok còn sườn thì cũng bình_thường không có canh cũng như dưa_leo ăn kèm nên thấy hơi khô_khan giá mắc nữa là quán cơm tấm bình_dân thôi mà mình gọi 2 đĩa cơm thêm 1 trà đá là hơn 100k rồi
"Mình gọi 2 phần, theo đánh giá là ngon ngang ngửa nhau nhé.Phần cơm bò có thêm 1 quả trứng, chiên sao mà đẹp quá, ko nỡ ăn chút nào. Bò ngon nhg hơi ít, lát mỏng. Mì là mỳ trứng nè, mà cọng to, ăn với gà, mực, sốt ok nhg hơi ít, trộn đều lên rồi măm măm thôi ^^.",0,0,0,0,0,1,1,0,0,0,0,0,mình gọi 2 phần theo đánh_giá là ngon ngang_ngửa nhau nhé phần cơm bò có thêm 1 quả trứng chiên sao mà đẹp quá không nỡ ăn chút nào bò ngon nhờ hơi ít lát mỏng mì là mỳ trứng nè mà cọng to ăn với gà mực sốt ok nhưng hơi ít trộn đều lên rồi măm măm thôi
"mình gọi 2 phần: bún đậu tá lả + bún chả rươi... nước sâu và nước dâm tằmnói chung ngon,mắm tôm có tí hơi mặn...đặc biệt mình kết nhất món nc sấu ở đây :) tổng thiệc hại là 145k/2ng no ứ ự👌👌",0,0,1,0,0,1,0,0,0,0,3,0,mình gọi 2 phần bún đậu tá lả bún_chả rươi nước sâu và nước dâm tằm nói_chung ngon mắm_tôm có tí hơi mặn đặc_biệt mình kết nhất món cá_sấu ở đây tổng thiệt_hại là 145k2ng no ứ ự
"Mình gọi 3 phần bún đầy đủ lớn, mang ra phát là hết hồn luôn. Kiểu mấy tô bún nó to quá thể đi. Thịt nướng, nem, chả giò phải nói là um lên vậy đó. Bạn mình ăn ko hết luôn 😂😂😂Bún ở đây ngon, quán rộng rãi, nv lịch sự, nhiệt tình lắm. À ở đây, rau vs bún đc kêm thêm miễn phí nè 👍👍👍👍",1,0,0,0,0,1,1,0,0,0,0,1,mình gọi 3 phần bún đầy_đủ lớn mang ra phát là hết_hồn luôn kiểu mấy tô bún nó to quá_thể đi thịt nướng nem chả_giò phải nói là um lên vậy đó bạn mình ăn không hết luôn bún ở đây ngon quán rộng_rãi nhân_viên lịch_sự nhiệt_tình lắm và ở đây rau với bún được thêm miễn_phí nè
"Mình gọi cơm heo quay để ăn, heo quay ăn ngon, ướp vừa miệng, da giòn rụm ăn đã lắm, cơm hơi khô chút, nước sốt ăn kèm thấy đậm đà lắm. Phục vụ thì nhanh nhẹn, mình gọi món xong thì khoảng 5' sau đã có để ăn rùi, không phải chờ đợi mỏi mòn. Không gian thì sạch sẽ, có quạt nên mát",1,0,0,0,0,1,0,0,0,0,0,1,mình gọi cơm heo quay để ăn heo quay ăn ngon ướp vừa_miệng da giòn_rụm ăn đã lắm cơm hơi khô chút nước sốt ăn kèm thấy đậm_đà lắm phục_vụ thì nhanh_nhẹn mình gọi món xong thì khoảng 5 sau đã có để ăn rồi không phải chờ_đợi mỏi_mòn không_gian thì sạch_sẽ có quạt nên mát
"Mình gọi cơm sườn chả miếng sườn khá to bự hơn cái dĩa che lấp cả đĩa cơm miếng chả thì bé xíu mắc cười ghê cơm cũng có chút éc ăn hết dĩa cơm còn cả nguyên miếng sườn cơm ăn khá ngán do dầu mỡ nhiều mỡ hành ngập đĩa cơm luôn giá khá cao tổng chi phí mình ăn là 41k ăn cũng tương đối no canh phải tốn thêm 5k nữa nước mắm khá ngọt nên ăn vào hơi ngán. Tính ra nếu đi 2 người thì cũng tốn gần 100k, giá hơi mắc.",0,0,0,0,2,2,3,0,0,0,0,0,mình gọi cơm sườn chả miếng sườn khá to bự hơn cái dĩa che_lấp cả đĩa cơm miếng chả thì bé xíu mắc_cười ghê cơm cũng có chút xéo ăn hết dĩa cơm còn cả nguyên miếng sườn cơm ăn khá ngán do dầu_mỡ nhiều mỡ hành ngập đĩa cơm luôn giá khá cao tổng chi_phí mình ăn là 41k ăn cũng tương_đối no canh phải tốn thêm 5k nữa nước_mắm khá ngọt nên ăn vào hơi ngán tính ra nếu đi 2 người thì cũng tốn gần 100k giá hơi mắc
"Mình gọi kem với xôi vị cốm, kem dừa mịn và ngọt  quyện với  mùi cốm thơm ăn rất thích nhé,  khoảng 30k/ 1phần kem bé xinh thế này, chất lượng miễn bàn lại còn có nước dừa miễn phí nữa 😙 quán cũng xinh, tui thấy ""vàng"" ngập không gian quán 🌻😀",1,1,0,0,3,1,1,0,0,0,0,0,mình gọi kem với xôi vị cốm kem dừa mịn và ngọt quyện với mùi cốm thơm ăn rất thích nhé khoảng 30k 1 phần kem bé xinh thế_này chất_lượng miễn bàn lại còn có nước dừa miễn_phí nữa quán cũng xinh tui thấy vàng ngập không_gian quán
"Mình gọi mì gà quay, gà quay thì nhiều thịt, thịt gà có nạc và mỡ, mỡ hơi nhiều nha, da gà vẫn giữ được độ giòn ăn rất ngon ^^ Mình thấy mọi người lại đây đa phần đều kêu món gà quay này. vị thì cũng giống mấy chỗ khác thôi.Đc cái nước lèo ngon, mình húp sạch tô luôn :))",0,0,0,0,0,1,1,0,0,0,0,0,mình gọi mì gà quay gà quay thì nhiều thịt thịt gà có nạc và mỡ mỡ hơi nhiều nhưng da_gà vẫn giữ được độ giòn ăn rất ngon mình thấy mọi người lại đây đa_phần đều kêu món gà quay này vị thì cũng giống mấy chỗ khác thôi được cái nước_lèo ngon mình húp sạch tô luôn
"Mình gọi một lòng gà gỏi trộn mang về, lòng gà thì 25k, thêm gỏi 10k là 35, thêm bịch cháo siêu bự 10k. Cháo nhạt phải thêm vào chút nước mắm ăn mới ngon, gỏi ngon, nêm thêm chanh và nước mắm ăn kèm ăn rất vừa miệng. Lòng thì có trứng non khá nhiều, tim gan phèo cật ăn đều ngon cả, có rau răm, bắp cải và bắp chuối trộn. Tổng hết 45k, đưa 50k mà quán chờ hoài ko thấy thối bực quá bỏ về luôn, chắc lần sau mang tiền lẻ cho chắc ăn chứ làm ăn kiểu này kì cục dễ sợ",0,0,0,0,3,1,1,0,0,0,0,2,mình gọi một_lòng gà gỏi trộn mang về lòng gà thì 25k thêm gỏi 10k là 35 thêm bịch cháo siêu bự 10k cháo nhạt phải thêm vào chút nước_mắm ăn mới ngon gỏi ngon nêm thêm chanh và nước_mắm ăn kèm ăn rất vừa_miệng lòng thì có trứng non khá nhiều tim gan phèo cật ăn đều ngon cả có rau_răm bắp_cải và bắp_chuối trộn tổng hết 45k đưa 50k mà quán chờ hoài không thấy thối bực quá bỏ về luôn chắc lần sau mang tiền_lẻ cho chắc_ăn chứ làm_ăn kiểu này kì_cục dễ_sợ
"Mình gọi tô bánh canh thập cẩm, có nấm, cua, thịt heo, da heo, và huyết, nhìn tô bánh canh hấp dẫn lắm, nước sền sệt, màu đặc trưng, có thể thêm mắm, ớt hoặc nước me vào nếu thấy nhạt. Nước me để chấm rất ngon, cảm giác ăn cái này đỡ ngán. 40k/tô. Mà có khi chị đó múc koo đều hay sao ấy,tô nhiều cua tô ít cua, thiệt thòi quá đi ah. Ăn một tô này là no luôn đó, cũng nhiều lắm, bột bánh canh dai dai to to ăn rất đã",0,0,0,0,3,1,1,0,0,0,0,0,mình gọi tô bánh_canh thập_cẩm có nấm cua_thịt heo da heo và huyết nhìn tô bánh_canh hấp_dẫn lắm nước sền_sệt màu đặc_trưng có_thể thêm mắm ớt hoặc nước me vào nếu thấy nhạt nước me để chấm rất ngon cảm_giác ăn cái này đỡ ngán 40 tô mà có_khi chị đó múc cho đều hay sao ấy tô nhiều cua tô ít cua thiệt_thòi quá đi à ăn một tô này là no luôn đó cũng nhiều lắm bột bánh_canh dai dai to to ăn rất đã
"mình hay ăn ở đây, gà rán khá ngon so với các thương hiệu khác, và giá rẻ so với thị trường, combo này dành cho 1 ng, nước free refill nên cứ uống thả ga. nói chung good.",0,0,0,1,1,0,0,0,1,0,0,0,mình hay ăn_ở đây gà rán khá ngon so với các thương_hiệu khác và giá rẻ so với thị_trường combo này dành cho 1 người nước free refill nên cứ uống thả ga nói_chung tốt
"Mình kết cái sốt này quá . Ăn 1 lần đảm bảo muốn ăn lần thứ en nờ nữa . Chiều nay lại phải đi tiếp mới được 😂😂. Quán gần quán dì hồng. Dì hồng m thấy nổi nhưng chưa ăn thử bao giờ nên kbiet so sánh ntn . 1,5k/ cuốn",0,0,0,0,3,1,0,0,1,0,0,0,mình kết cái sốt này quá ăn 1 lần đảm_bảo muốn ăn lần thứ hai nhờ nữa chiều nay lại phải đi tiếp mới được quán gần quán dì hồng dì hồng mình thấy nổi nhưng chưa ăn thử bao_giờ nên biết so_sánh như_thế_nào 1 5 cuốn
"Mình kêu một phần combo bánh thập cẩm + 1 chè huế là 30k. Phần thập cẩm gồm bánh nậm, bánh lọc, bánh bèo luôn, tính ra tiết kiệm được rất nhiều vì mỗi món riêng thế là tới 15k lận. Nhìn chung là ăn ngon, giá rẻ, quán sạch sẽ, thoáng mát.",1,0,0,0,1,1,0,0,0,0,0,0,mình kêu một phần combo bánh thập_cẩm 1 chè huế là 30k phần thập_cẩm gồm bánh_nậm bánh lọc bánh_bèo luôn tính ra tiết_kiệm được rất nhiều vì mỗi món riêng thế_là tới 15k lận nhìn_chung là ăn ngon giá rẻ quán sạch_sẽ thoáng mát
"Mình kh thích mì quảng cho lắm nên chỉ ăn tô nhỏ 17k thôi :)) quán ngon nên cũng đông lắm, gđ mình hay ăn ở đây",0,0,0,0,3,1,0,0,1,0,0,0,mình không thích mì quảng cho lắm nên chỉ ăn tô nhỏ 17k thôi quán ngon nên cũng đông lắm gia_đình mình hay ăn_ở đây
"Mình khá thích kimbap ở đây vì cuộn chặt tay, cơm vừa miệng lắm. Cơm xào thịt heo ngon, còn hải sản thì ko, khá là bở.Còn lẩu thì thôi đừng ăn, ăn tạm thôi chứ ko hề ngon.2 người tầm 150k nha@Cẩm Anh Nguyen",0,0,0,0,3,3,1,0,0,0,0,0,mình khá thích kimbap ở đây vì cuộn chặt tay cơm vừa_miệng lắm cơm xào thịt heo ngon còn hải_sản thì không khá là bở còn lẩu thì thôi đừng ăn ăn tạm thôi chứ không hề ngon 2 người tầm 150k nha cẩm anh nguyen
"Mình không nhớ rõ tên, có kèm canh. Giá tiền <80k",0,0,0,0,3,0,0,0,0,0,0,0,mình không nhớ rõ tên có kèm cảnh giá tiền 80k
"Mình là fan cuồng của bún đậu luôn. Nhưng chưa nói nào làm hài lòng mình như chỗ này. Mắm không hề có mùi như những chỗ khác nhé. Không gian dễ chịu, giản dị. Một phần dành cho hai người chỉ 78k như hình. Các bạn nên thử món nem chua rán only 35k/1 phần thôi, nói vậy chứ không có chua nha mà giòn giòn nóng hổi. Thích nhất là món chả cốm luôn í TT. Khi ăn để không ngán, mình thường dặn chị phục vụ rán đậu giòn ( theo mình đậu giòn sẽ ngon hơn). Phần 1 người là 48k/ phần thì phải ( mình nhớ không rõ lắm), phần 2 ng là 78k/1 phần, phần 3 người là 115k/phần. Ngoài ra còn có các món gọi thêm giá chỉ từ 15000-35000 thôi nè. Thức uống có nước mơ, nước sấu các bạn có thể thử giá nước cao lắm là 15000 à. Điểm trừ của mình là nhièu lúc quán đông thì phải đợi hơi lâu một tí, nhưng ngon quá đợi cũng không sao. Nói chung chất lượng quán này không chê vào đâu được. Các bạn có thể đến thử, đây chỉ là review của mình. Many thanks ^___^",1,1,0,1,3,1,0,0,1,0,0,3,mình là fan cuồng của bún đậu luôn nhưng chưa nói nào làm hài_lòng mình như chỗ này mắm không hề có mùi như những chỗ khác nhé không_gian dễ_chịu giản_dị một phần dành cho hai người chỉ 78k như hình các bạn nên thử món nem_chua rán chỉ 35k1 phần thôi nói vậy chứ không có chua đâu mà giòn giòn nóng_hổi thích nhất là món chả cốm luôn í ớt khi ăn để không ngán mình thường dặn chị phục_vụ rán đậu giòn theo mình đậu giòn sẽ ngon hơn phần 1 người là 48k phần thì phải mình nhớ không rõ lắm phần 2 người là 78k1 phần phần 3 người là 115k phần ngoài_ra còn có các món gọi thêm giá chỉ từ 15000 35000 thôi nè thức uống có nước mơ nước sấu các bạn có_thể thử giá nước cao lắm là 15000 mà điểm trừ của mình là nhiều lúc quán đông thì phải đợi hơi lâu một_tí nhưng ngon quá đợi cũng không sao nói_chung chất_lượng quán này không chê vào đâu được các bạn có_thể đến thử đây chỉ là review của mình thôi cảm_ơn
"Mình là khách quen của quán. Mấy năm trời lê lết ở cái quán này rồi :) Mấy món ở quán rất ngon, lại nhiều nữa, 1 phần ăn khá nhiều, mình nghiền ốc nhưng đi 2 người thường ăn ko hết.",0,0,0,0,0,1,1,0,1,0,0,0,mình là khách quen của quán mấy năm trời lê_lết ở cái quán này rồi mấy món ở quán rất ngon lại nhiều nữa 1 phần ăn khá nhiều mình nghiền ốc nhưng đi 2 người thường ăn_không hết
"Mình là người nam, lần đầu tiên ăn món này của người Bắc. Ăn thấy lạ lạ miệnh mà cũnh ngon. Quán này không gian sạch sẽ, nhân viên lịch sự. Chả cua bể siêu ngon và giòn. ^^",1,0,0,0,0,1,0,0,0,0,0,1,mình là người nam lần đầu_tiên ăn món này của người bắc ăn thấy lạ_lạ miệng mà cũng ngon quán này không_gian sạch_sẽ nhân_viên lịch_sự chả cua_bể siêu ngon và giòn
"Mình mê nem chua rán ở đây lắm :)) chấm vs nước mắm ốc ngon thôi rồi >.< có cả bún lá nắm bé bé chấm với nước ốc nha. Mình nhớ là nhà cô ý là số 81 trong làng Ngọc Hà ý, gần hồ B52.",0,0,0,0,0,1,1,3,0,0,0,0,mình mê nem_chua rán ở đây lắm chấm với nước_mắm ốc ngon thôi rồi có cả bún lá nắm bé bé chấm với nước ốc nha mình nhớ là nhà cô ý là số 81 trong làng ngọc hà ý gần hồ b52
"Mình mới ăn ở O Hiệp. Ở đây có rất nhiều món ngon nhưng món bánh ướt là mình thích nhất. Công nhận là ngon thiệt, đặc biệt là món bánh ướt thịt nướng, highly recommend luôn. Chưa có chỗ nào đc ăn bánh ướt lạ như vầy, trông như mấy món phở cuốn vậy, ăn với nước chấm có đậu phộng rất vừa miệng",0,0,0,0,0,1,1,0,0,0,0,0,mình mới ăn_ở o hiệp ở đây có rất nhiều món ngon nhưng món bánh_ướt là mình thích nhất công_nhận là ngon thiệt đặc_biệt là món bánh_ướt thịt nướng highly recommend luôn chưa có chỗ nào được ăn bánh_ướt lạ như_vậy trông như mấy món phở cuốn vậy ăn với nước_chấm có đậu_phộng rất vừa_miệng
"Mình mua loại này gồm: patê, gà xé sợi, trứng non, trứng cút, lạp xưởng, chả lụa, hành phi, mỡ hành, chà bông, xôi mềm... Bạn chở ghé đây mua ăn lần đầu, thấy ngon lắm, dễ ăn. Hàng này là dạng xe đẩy bán vỉa hè đối diện cổng chợ Tân Định, thấy đông khách lắm mà buôn bán nhanh tay nên kp đợi lâu. Trên hộp còn có cả địa chỉ ghi là Xôi Gà #315",0,0,0,0,0,1,0,0,0,0,0,1,mình mua loại này gồm patê gà xé sợi trứng non trứng cút lạp_xưởng chả_lụa hành phi mỡ hành chà bông xôi mềm bạn chở ghé đây mua ăn lần đầu thấy ngon lắm dễ ăn hàg này là dạng xe đẩy bán vỉa_hè đối_diện cổng chợ tân_định thấy đông khách lắm mà buôn_bán nhanh tay nên không phải đợi lâu trên hộp còn có cả địa_chỉ ghi là xôi gà
"Mình mua mang về nên chưa vào trong quán xem thử, đợi làm bánh hơi lâu chừng 10-15ph gì đấy mặc dù quán vắng vì mình đi hơi trễ 🍴 1 phần là 6 viên các bạn có thể chọn 2 loại nhân khác nhau. Mình chọn nhân bạch tuộc đỏ và thanh cua, vỏ bánh mềm nhưng dày, nhân bên trong thì hơi ít tẹo ăn cũng khá ngon nhưng ăn hết một viên bánh thì sẽ có cảm giác hơi ngán. Bù lại phần sốt rất ngon các bạn nên ăn thử. Một phần giá là 79k/6 viên. 🙆",0,0,0,0,3,1,3,0,1,0,0,2,mình mua mang về nên chưa vào trong quán xem thử đợi làm bánh hơi lâu chừng 10 15 phút gì đấy mặc_dù quán vắng vì mình đi hơi trễ 1 phần là 6 viên các bạn có_thể chọn 2 loại nhân khác nhau mình chọn nhân bạch_tuộc đỏ và thanh cua vỏ bánh mềm nhưng dày nhân bên trong thì hơi ít tẹo ăn cũng khá ngon nhưng ăn hết một viên bánh thì sẽ có cảm_giác hơi ngán bù lại phần sốt rất ngon các bạn nên ăn thử một phần giá là 79k6 viên
"Mình nhớ lần đầu tiên vào nhà hàng gọi món này. Phục vụ bưng ra 1 dĩa ốc móng tay còn nguyên vỏ, từng cọng rau muốn được xếp tỉ mẩn ở 1 bên vỏ :))) Trông thì cảnh vẻ mà ăn chả được bao nhiêu. Khi vào quán này thấy đĩa ốc đầy đặn thế này cũng ấm lòng. Rau muống giòn, không bị cứng, ốc không nát. Nhưng món này mình ăn thấy khá bình thường, không có gì nổi trội lắm",0,0,0,0,0,3,1,0,0,0,0,0,mình nhớ lần đầu_tiên vào nhà hàg gọi món này phục_vụ bưng ra 1 dĩa ốc móng tay còn nguyên vỏ từng cọng rau_muống được xếp tỉ_mẩn ở 1 bên vỏ trông thì cảnh_vẻ mà ăn chả được bao_nhiêu khi vào quán này thấy đĩa ốc đầy_đặn thế_này cũng ấm lòng rau_muống giòn không bị cứng ốc không nát nhưng món này mình ăn thấy khá bình_thường không có gì nổi_trội lắm
"mình order 2 loại là blizzard chocolate xtreme thêm almond (+10k mỗi topping thêm) và matcha almond. Kem tươi ăn vui miệng hơi ngọt quá, matcha almond thì ổn hơn vì có vị trà kiềm lại vị ngọt. Nhân viên nhanh nhạy, dễ tính. Nhưng dạo này kem dễ chảy hơn xưa :(.",0,0,0,0,3,3,2,0,0,0,0,1,mình đặt hàg 2 loại là blizzard chocolate xtreme thêm almond 10k mỗi topping thêm và matcha almond kem tươi ăn vui_miệng hơi ngọt quá matcha almond thì ổn hơn vì có vị trà kiềm lại vị ngọt nhân_viên nhanh_nhạy dễ_tính nhưng dạo này kem dễ chảy hơn xưa
"Mình quên giá phần này rồi nhưng hình như dưới 50k. Có cơm, phile gà, bắp cải và nước sốt ăn kèm. Sốt hơi mặn xíu nhưng rưới đều rồi trộn lên ăn rất ngon 👍 vừa bưng ra là làm liền thì nghe xèo xèo đã tai ha, để lâu hết nóng hết xèo 👀 nhược điểm tí là ăn xong nhìn cái chảo sẽ hơi ớn dầu mỡ =))",0,0,0,0,3,1,3,0,0,0,0,0,mình quên giá phần này rồi nhưng hình_như dưới 50k có cơm phile gà bắp_cải và nước sốt ăn kèm sốt hơi mặn xíu nhưng rưới đều rồi trộn lên ăn rất ngon vừa bưng ra là làm liền thì nghe xèo_xèo đã tai ha để lâu hết nóng hết xèo nhược_điểm tí là ăn xong nhìn cái chảo sẽ hơi ớn dầu_mỡ
"Mình rất ít khi ăn thịt ếch,cứ sợ sợ thế nào í,nhưng ở đây làm khá ngon,với cả nhìn cũng sạch sẽ ~.~",0,0,0,0,0,1,0,0,0,0,0,0,mình rất ít khi ăn thịt ếch cứ sợ sợ thế_nào í nhưng ở đây làm khá ngon với cả nhìn cũng sạch_sẽ
"Mình rất thích ăn bún ốc ở đây. Ngon cực kì đặc biệt là nước dùng. Phục vụ chu đáo mà chủ quán cực thân thiện. Giá mỗi bát là 30.000đ, tuỳ người gọi ốc to hay ốc nhỏ. 👍🏻👍🏻",0,0,0,0,3,1,0,0,0,0,0,1,mình rất thích ăn bún ốc ở đây ngon cực_kì đặc_biệt là nước dùng phục_vụ chu_đáo mà chủ quán cực thân_thiện giá mỗi bát là 30 000đ người gọi ốc to hay ốc nhỏ
"Mình rất thích ăn gà ở quán này nha gà mềm,ngon và đặc biệt là phần da rất giòn 😋.Cháo với miến gà ở đây được nấu bằng nước luộc gà nên rất thơm,ngọt và béo #yummy gỏi ở đây trộn hơi bị ít rau,còn thịt thì an quài hỏng thấy hết ^^.Quán phục vụ từ 7h00 đến 22h00,giá tầm 15k - 110k,nhân viên phục vụ nhiệt tình.1 điểm trừ cho quán là quán hơi bị nhỏ,lúc khách đông ko có chỗ ngồi.",2,0,0,0,3,1,1,0,0,0,0,1,mình rất thích ăn gà ở quán này thịt gà mềm ngon và đặc_biệt là phần da rất giòn cháo với miến gà ở đây được nấu bằng nước luộc gà nên rất thơm ngọt và béo gỏi ở đây trộn hơi bị ít rau còn thịt thì ăn quài hỏng thấy hết quán phục_vụ từ 7h00 đến 22h00 giá tầm 15k 110k nhân_viên phục_vụ nhiệt_tình 1 điểm trừ cho quán là quán hơi bị nhỏ lúc khách đông không có chỗ ngồi
Mình thấy bánh cuốn ở đây nhạt không đậm đà như bánh cuốn nhân thịt bình thường mình hay ăn 💔 đây cũng là lần đầu ăn BCCB nên không biết so sánh các chỗ với nhau 😂 phù hợp với các bạn thích ăn nhạt nè,0,0,0,0,0,3,0,0,0,0,0,0,mình thấy bánh_cuốn ở đây nhạt không đậm_đà như bánh_cuốn nhân thịt bình_thường mình hay ăn đây cũng là lần đầu ăn bbc nên không biết so_sánh các chỗ với nhau phù_hợp với các bạn thích ăn nhạt nè
"Mình thấy chỗ này ngon hơn hanuri nhiều, hanuri dạo này chất lượng thấy sao sao á, không còn ngon nữa theo ý cá nhân mình, tìm đc một chỗ đồ hàn hợp với túi tiền mà ngon nữa, cách phục vụ cũng chuyên nghiệp lắm !",0,0,0,0,1,1,0,0,1,0,0,1,mình thấy chỗ này ngon hơn hanuri nhiều hanuri dạo này chất_lượng thấy sao sao á không còn ngon nữa theo ý cá_nhân mình tìm được một chỗ đồ hàn hợp với túi_tiền mà ngon nữa cách phục_vụ cũng chuyên_nghiệp lắm
"Mình thấy để hình trong menu thì hấp dẫn lắm ai dè đem ra thì như vầy. Phô mai thì quá ít, thịt gà thì cũng ko ngon mất, nước sốt cay thì quá mặn. Lần đầu tiên mình ăn món gà phô mai tệ như vậy. 😑",0,0,0,0,0,2,2,0,0,0,0,0,mình thấy để hình trong menu thì hấp_dẫn lắm ai dè đem ra thì như_vầy phô_mai thì quá ít thịt gà thì cũng không ngon mất nước sốt cay thì quá mặn lần đầu_tiên mình ăn món gà phô_mai tệ như_vậy
Mình thấy đồ ăn ở đây mắc so với lotte hay kfc nhưng mà ăn ngon hơn 😚 nước ngọt dc lấy bao nhiêu tuỳ thích chỉ tốn tiền li.,0,1,0,1,2,1,0,0,0,0,0,0,mình thấy đồ_ăn ở đây mắc so với lotte hay kfc nhưng_mà ăn ngon hơn nước_ngọt được lấy bao_nhiêu thích chỉ tốn tiền lại
"Mình thấy quán lúc nào cũng đông nhưng được cái phục vụ khá tốt. Gọi món ăn cũng không quá lâu. Nhân viên nhanh nhẹn. Răng mực xào bơ khá đậm đà và thơm, 50k/phần. Chỉ có điều hơi dầu mỡ quá, chắc vì cho quá nhiều bơ. Nhưng phải công nhận cái nước sốt bơ đó chấm với bánh mì có thể gây nghiện đó. Ngon không cưỡng lại được luôn ý . Tb 150k/ 2 người",0,0,0,0,3,1,0,0,0,0,0,1,mình thấy quán lúc_nào cũng đông nhưng được_cái phục_vụ khá tốt gọi món ăn cũng không quá lâu nhân_viên nhanh_nhẹn răng mực xào bơ khá đậm_đà và thơm 50 phần chỉ có_điều hơi dầu_mỡ quá chắc vì cho quá nhiều bơ nhưng phải công_nhận cái_nước sốt bơ đó chấm với bánh_mì có_thể gây nghiện đó ngon không cưỡng lại được luôn ý tở 150k 2 người
"mình thấy tô hơi nhỏ, ít loại rau, chỉ có hẹ, giá bỏ sẵn trong tô và bắp chuối, rau muống bào, ko có bông súng, rau đắng. Chắc là kiểu bún mắm của Bạc Liêu nó vậy, hoặc bữa mình tới quán hết rau :D gồm có 1 con tôm, 1 miếng chả cá, 1 miếng chả cá bọc ớt, 1 lát heo quay, 1 miếng cá, KO có mực và rất ít bún, nước bún lại hơi bị mặn",0,0,0,0,0,2,2,0,0,0,0,0,mình thấy tô hơi nhỏ ít loại rau chỉ có hẹ giá bỏ sẵn trong tô và bắp_chuối rau_muống bào không có bông súng rau đắng chắc là kiểu bún mắm của bạc_liêu nó vậy hoặc bữa mình tới quán hết rau đồ gồm có 1 con tôm 1 miếng chả cá 1 miếng chả cá bọc ớt 1 lát heo quay 1 miếng cá không có mực và rất ít bún nước bún lại hơi bị mặn
"Mình thấy trong tất cả các quán bán bánh bèo Huế ở SG thì quán này là bánh ngon nhất, bánh bèo ở đây làm ngon lắm, nhìu bột gạo nên bánh mềm, có vị béo, thơm nhưng ko bị quá dai. Da heo dòn rụm, nước chấm pha đúng chất huế, rất đậm đà, mắm ngọt ngọt mặn mặn dễ ăn. Người bán khá thân thiện với khác. Duyệt (y)",0,0,0,0,0,1,1,0,1,0,0,1,mình thấy trong tất_cả các quán bán bánh_bèo huế ở xài gòn thì quán này là bánh ngon nhất bánh_bèo ở đây làm ngon lắm nhìu bột gạo nên bánh mềm có vị béo thơm nhưng không bị quá dai da heo dòn rụm nước_chấm pha đúng chất huế rất đậm_đà mắm ngọt ngọt mặn mặn dễ ăn_người bán khá thân_thiện với khách duyệt_y
"Mình thèm bún đậu quá nên ghé đây ăn nèĐịa điểm: 33 đường Hoa Hồng, Quận Phú Nhuận >.< các bạn tham khảo địa điểm nhé.Ở đây ngon lắm nha, mình kêu bún đậu lớn nè, với phần lòng này kia. Nhắc lại còn thèm chảy dãi luôn cơ.Quán đông kinh khủng, coi chừng hông có bàn ngồi luôn á -_- Hông có phần 1 người thì phải. Nước uống cùng thể loại so với quán khác thì mắc hơn.#loziclub",0,2,0,0,0,1,0,3,1,0,0,0,mình thèm bún đậu quá nên ghé đây ăn nè địa_điểm 33 đường hoa_hồng quận phú_nhuận các bạn tham_khảo địa_điểm nhé ở đây ngon lắm nha mình kêu bún đậu lớn nè với phần lòng này kia nhắc lại còn thèm chảy dãi luôn cơ quán đông kinh_khủng coi_chừng không có bàn ngồi luôn á không có phần 1 người thì phải nước uống cùng thể_loại so với quán khác thì mắc hơn
"Mình thì thích đủ thứ nên gọi phở thập cẩm. Hôm qua đi chơi bùi viện với gấu về khuya, thấy quán phở mở cửa tạt vô ăn mà ấm cả lòng. Ngon quá trời quá đất. lại nằm ngay phố tây bùi viện sầm uất nữa. Không gian quán ấm cúng, lịch sự ^^ Sẽ quay lại tiếp",1,0,0,0,0,1,0,1,1,0,0,0,mình thì thích đủ thứ nên gọi phở thập_cẩm hôm_qua đi chơi bùi_viện với gấu về khuya thấy quán phở mở_cửa tạt vô ăn mà ấm cả lòng ngon quá_trời quá đất lại nằm ngay phố tây bùi_viện sầm_uất nữa không_gian quán ấm_cúng lịch_sự sẽ quay lại tiếp
"mình thì thường ko thích pizza, nhưng quả thật pizza ở đâu ngon, size M 9inch, L 11inch. topping hải sải có cá (ko tanh nha), mực, tôm, cheese cũng kha khá.",0,0,0,0,0,1,1,0,0,0,0,0,mình thì thường không thích pizza nhưng quả_thật pizza ở đâu ngon size mình 9inch l 11inch topping hải_sản có cá không tanh nha mực tôm cheese cũng kha_khá
